state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,pop,deaths,cases,cases_per_capita,deaths_per_capita,death_rate,dcases,ddeaths
Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,4903185,0,0,0.0,0.0,,0.0,0.0
Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,4903185,0,5,1.019745328801585e-06,0.0,0.0,5.0,0.0
Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,4903185,0,7,4.0789813152063414e-07,0.0,0.0,2.0,0.0
Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,4903185,0,11,8.157962630412679e-07,0.0,0.0,4.0,0.0
Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,4903185,0,29,3.671083183685706e-06,0.0,0.0,18.0,0.0
Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,4903185,0,39,2.0394906576031705e-06,0.0,0.0,10.0,0.0
Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,4903185,0,51,2.4473887891238036e-06,0.0,0.0,12.0,0.0
Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,4903185,0,78,5.50662477552856e-06,0.0,0.0,27.0,0.0
Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,4903185,0,106,5.710573841288877e-06,0.0,0.0,28.0,0.0
Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,4903185,0,131,5.098726644007925e-06,0.0,0.0,25.0,0.0
Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,4903185,0,157,5.3026757097682436e-06,0.0,0.0,26.0,0.0
Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,4903185,0,196,7.954013564652364e-06,0.0,0.0,39.0,0.0
Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,4903185,0,242,9.381657024974585e-06,0.0,0.0,46.0,0.0
Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,4903185,1,381,2.8348920140684065e-05,2.0394906576031702e-07,0.0026246719160104987,139.0,1.0
Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,4903185,1,517,2.7737072943403117e-05,2.0394906576031702e-07,0.0019342359767891683,136.0,0.0
Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,4903185,4,587,1.4276434603222181e-05,8.157962630412681e-07,0.0068143100511073255,70.0,3.0
Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,4903185,4,694,2.182255003635393e-05,8.157962630412681e-07,0.005763688760806916,107.0,0.0
Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,4903185,10,825,2.671732761460154e-05,2.03949065760317e-06,0.012121212121212121,131.0,6.0
Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,4903185,10,899,1.5092230866263441e-05,2.03949065760317e-06,0.011123470522803115,74.0,0.0
Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,4903185,23,987,1.7947517786907896e-05,4.690828512487291e-06,0.02330293819655522,88.0,13.0
Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,4903185,27,1060,1.4888281800503136e-05,5.506624775528559e-06,0.02547169811320755,73.0,4.0
Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,4903185,32,1233,3.528318837653485e-05,6.5263701043301445e-06,0.025952960259529603,173.0,5.0
Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,4903185,38,1495,5.343465522920308e-05,7.750064498892047e-06,0.025418060200668897,262.0,6.0
Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,4903185,44,1614,2.4269938825477694e-05,8.973758893453948e-06,0.027261462205700124,119.0,6.0
Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,4903185,45,1765,3.079630892980788e-05,9.177707959214266e-06,0.025495750708215296,151.0,1.0
Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,4903185,49,1952,3.813847529717928e-05,9.993504222255534e-06,0.025102459016393443,187.0,4.0
Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,4903185,64,2169,4.42569472699888e-05,1.3052740208660289e-05,0.02950668510834486,217.0,15.0
Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,4903185,66,2328,3.242790145589042e-05,1.3460638340180924e-05,0.028350515463917526,159.0,2.0
Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,4903185,70,2703,7.648089966011884e-05,1.4276434603222192e-05,0.02589715131335553,375.0,4.0
Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,4903185,80,2947,4.976357204551738e-05,1.631592526082536e-05,0.027146250424160162,244.0,10.0
Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,4903185,92,3217,5.506624775528557e-05,1.8763314049949166e-05,0.028598072738576313,270.0,12.0
Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,4903185,93,3563,7.05663767530697e-05,1.8967263115709484e-05,0.026101599775470108,346.0,1.0
Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,4903185,99,3734,3.487529024501419e-05,2.0190957510271383e-05,0.026513122656668452,171.0,6.0
Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,4903185,114,3953,4.466484540150946e-05,2.325019349667614e-05,0.028838856564634453,219.0,15.0
Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,4903185,118,4075,2.4881786022758635e-05,2.406598975971741e-05,0.028957055214723925,122.0,4.0
Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,4903185,133,4345,5.506624775528568e-05,2.7125225746122162e-05,0.030609896432681243,270.0,15.0
Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,4903185,148,4571,4.609248886183162e-05,3.018446173252692e-05,0.03237803544082258,226.0,15.0
Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,4903185,153,4712,2.8756818272204668e-05,3.120420706132851e-05,0.03247028862478778,141.0,5.0
Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,4903185,157,4888,3.589503557381579e-05,3.202000332436977e-05,0.03211947626841244,176.0,4.0
Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,4903185,163,5079,3.8954271560220606e-05,3.3243697718931676e-05,0.03209293167946446,191.0,6.0
Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,4903185,183,5317,4.853987765095539e-05,3.732267903413801e-05,0.034417904833552754,238.0,20.0
Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,4903185,196,5593,5.628994214984745e-05,3.9974016889022137e-05,0.03504380475594493,276.0,13.0
Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,4903185,202,5832,4.874382671671588e-05,4.119771128358404e-05,0.03463648834019204,239.0,6.0
Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,4903185,209,6026,3.956611875750144e-05,4.262535474390626e-05,0.03468304015930966,194.0,7.0
Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,4903185,209,6026,0.0,4.262535474390626e-05,0.03468304015930966,0.0,0.0
Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,4903185,219,6421,8.055988097532525e-05,4.466484540150943e-05,0.034106836941286404,395.0,10.0
Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,4903185,228,6539,2.4065989759717308e-05,4.650038699335228e-05,0.03486771677626548,118.0,9.0
Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,4903185,242,6750,4.3033252875427025e-05,4.935567391399672e-05,0.03585185185185185,211.0,14.0
Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,4903185,256,6912,3.3039748653171256e-05,5.2210960834641156e-05,0.037037037037037035,162.0,14.0
Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,4903185,272,7088,3.589503557381579e-05,5.547414588680623e-05,0.03837471783295711,176.0,16.0
Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,4903185,289,7294,4.201350754662542e-05,5.894128000473162e-05,0.03962160680010968,206.0,17.0
Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,4903185,288,7611,6.465185384602035e-05,5.87373309389713e-05,0.03783996846669294,317.0,-1.0
Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,4903185,290,7888,5.649389121560795e-05,5.9145229070491935e-05,0.03676470588235294,277.0,2.0
Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,4903185,298,8112,4.568459073031107e-05,6.0776821596574474e-05,0.03673570019723866,224.0,8.0
Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,4903185,315,8437,6.6283446372103e-05,6.424395571449986e-05,0.03733554581012208,325.0,17.0
Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,4903185,343,8691,5.180306270312048e-05,6.995452955578873e-05,0.03946611437118858,254.0,28.0
Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,4903185,369,9046,7.240191834491242e-05,7.525720526555698e-05,0.04079151005969489,355.0,26.0
Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,4903185,383,9385,6.913873329274754e-05,7.811249218620142e-05,0.04080980287693127,339.0,14.0
Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,4903185,390,9668,5.771758561016961e-05,7.954013564652364e-05,0.04033926354985519,283.0,7.0
Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,4903185,393,9889,4.507274353303002e-05,8.015198284380459e-05,0.03974112650419658,221.0,3.0
Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,4903185,403,10164,5.6085993084087175e-05,8.219147350140776e-05,0.03964974419519874,275.0,10.0
Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,4903185,435,10464,6.118471972809542e-05,8.87178436057379e-05,0.04157110091743119,300.0,32.0
Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,4903185,450,10700,4.8131979519434615e-05,9.177707959214266e-05,0.04205607476635514,236.0,15.0
Alabama,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,4903185,473,11101,8.178357536988735e-05,9.646790810462996e-05,0.042608773984325735,401.0,23.0
Alabama,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,4903185,483,11373,5.547414588680591e-05,9.850739876223312e-05,0.04246900553943551,272.0,10.0
Alabama,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,4903185,485,11674,6.13886687938557e-05,9.891529689375376e-05,0.04154531437382217,301.0,2.0
Alabama,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,4903185,488,11771,1.9783059378750828e-05,9.95271440910347e-05,0.04145782006626455,97.0,3.0
Alabama,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,4903185,489,12086,6.424395571449958e-05,9.973109315679502e-05,0.04046003640575873,315.0,1.0
Alabama,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,4903185,504,12376,5.9145229070492206e-05,0.00010279032914319978,0.04072398190045249,290.0,15.0
Alabama,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,4903185,522,13052,0.0001378695684539741,0.00010646141232688548,0.03999387067116151,676.0,18.0
Alabama,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,4903185,529,13288,4.813197951943505e-05,0.00010788905578720771,0.0398103552077062,236.0,7.0
Alabama,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,4903185,541,13670,7.790854312044078e-05,0.0001103364445763315,0.03957571324067301,382.0,12.0
Alabama,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,4903185,549,14117,9.116523239486186e-05,0.00011196803710241405,0.038889282425444496,447.0,8.0
Alabama,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,4903185,551,14478,7.362561273947452e-05,0.00011237593523393468,0.03805774278215223,361.0,2.0
Alabama,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,4903185,566,14986,0.00010360612540624096,0.00011543517122033943,0.037768584011744294,508.0,15.0
Alabama,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,4903185,580,15650,0.00013542217966485033,0.00011829045814098387,0.03706070287539936,664.0,14.0
Alabama,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,4903185,583,16032,7.790854312044121e-05,0.00011890230533826483,0.03636477045908184,382.0,3.0
Alabama,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,4903185,591,16530,0.00010156663474863775,0.00012053389786434736,0.03575317604355717,498.0,8.0
Alabama,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,4903185,610,17031,0.00010217848194591901,0.0001244089301137934,0.03581703951617638,501.0,19.0
Alabama,2020-05-30,-11.0,7.0,75.0,8.0,-6.0,3.0,4903185,618,17359,6.689529356938406e-05,0.0001260405226398759,0.035601129097298234,328.0,8.0
Alabama,2020-05-31,-9.0,5.0,79.0,3.0,-14.0,3.0,4903185,630,17952,0.00012094179599586802,0.00012848791142899973,0.035093582887700536,593.0,12.0
Alabama,2020-06-01,-1.0,8.0,46.0,-1.0,-28.0,8.0,4903185,646,18630,0.00013827746658549465,0.0001317510964811648,0.034675254965110036,678.0,16.0
Alabama,2020-06-02,-4.0,7.0,36.0,-3.0,-27.0,9.0,4903185,653,18766,2.7737072943403388e-05,0.000133178739941487,0.03479697324949377,136.0,7.0
Alabama,2020-06-03,1.0,9.0,44.0,-1.0,-28.0,8.0,4903185,653,18851,1.733567058962663e-05,0.000133178739941487,0.03464007214471381,85.0,0.0
Alabama,2020-06-04,-6.0,8.0,35.0,-4.0,-27.0,9.0,4903185,653,19072,4.507274353303045e-05,0.000133178739941487,0.03423867449664429,221.0,0.0
Alabama,2020-06-05,-10.0,2.0,41.0,-5.0,-28.0,10.0,4903185,676,19387,6.424395571449958e-05,0.0001378695684539743,0.03486872646618868,315.0,23.0
Alabama,2020-06-06,-11.0,8.0,55.0,7.0,-9.0,3.0,4903185,689,20043,0.0001337905871387681,0.00014052090630885844,0.034376091403482516,656.0,13.0
Alabama,2020-06-07,-15.0,-1.0,36.0,-7.0,-17.0,5.0,4903185,692,20500,9.320472305246463e-05,0.00014113275350613938,0.03375609756097561,457.0,3.0
Alabama,2020-06-08,-10.0,-1.0,10.0,-10.0,-28.0,10.0,4903185,718,20925,8.667835294813488e-05,0.00014643542921590762,0.034313022700119475,425.0,26.0
Alabama,2020-06-09,-8.0,1.0,9.0,-7.0,-27.0,10.0,4903185,729,21422,0.00010136268568287747,0.0001486788689392711,0.03403043600037345,497.0,11.0
Alabama,2020-06-10,-1.0,6.0,43.0,-2.0,-27.0,8.0,4903185,744,21989,0.0001156391202860995,0.00015173810492567587,0.03383509936786575,567.0,15.0
Alabama,2020-06-11,-3.0,7.0,60.0,2.0,-26.0,8.0,4903185,755,22845,0.00017458040029083143,0.00015398154464903936,0.03304880717881375,856.0,11.0
Alabama,2020-06-12,-7.0,3.0,71.0,1.0,-27.0,8.0,4903185,769,23710,0.00017641594188267436,0.00015683683156968379,0.03243357233234922,865.0,14.0
Alabama,2020-06-13,-9.0,8.0,92.0,18.0,-6.0,2.0,4903185,773,24601,0.00018171861759244245,0.00015765262783272506,0.03142148693142555,891.0,4.0
Alabama,2020-06-14,-8.0,5.0,75.0,10.0,-14.0,2.0,4903185,773,25615,0.00020680435268096136,0.00015765262783272506,0.03017763029474917,1014.0,0.0
Alabama,2020-06-15,-3.0,4.0,61.0,1.0,-27.0,7.0,4903185,774,26272,0.00013399453620452882,0.00015785657689848536,0.029461023142509136,657.0,1.0
Alabama,2020-06-16,-3.0,6.0,60.0,0.0,-26.0,8.0,4903185,785,26912,0.0001305274020866028,0.00016010001662184885,0.029169143876337695,640.0,11.0
Alabama,2020-06-17,1.0,7.0,68.0,1.0,-28.0,7.0,4903185,790,27312,8.157962630412664e-05,0.00016111976195065046,0.028925014645577035,400.0,5.0
Alabama,2020-06-18,-4.0,6.0,58.0,3.0,-27.0,8.0,4903185,810,28206,0.00018233046478972371,0.0001651987432658568,0.02871729419272495,894.0,20.0
Alabama,2020-06-19,-6.0,5.0,72.0,4.0,-29.0,6.0,4903185,822,29002,0.00016234345634521218,0.00016764613205498058,0.028342872905316875,796.0,12.0
Alabama,2020-06-20,-6.0,14.0,93.0,20.0,-7.0,1.0,4903185,838,29549,0.00011156013897089308,0.00017090931710714565,0.028359673762225455,547.0,16.0
Alabama,2020-06-21,-10.0,7.0,58.0,8.0,-15.0,2.0,4903185,839,30021,9.62639590388701e-05,0.00017111326617290598,0.02794710369408081,472.0,1.0
Alabama,2020-06-22,-8.0,-1.0,30.0,2.0,-30.0,9.0,4903185,841,30454,8.83099454742171e-05,0.00017152116430442662,0.02761541997767124,433.0,2.0
Alabama,2020-06-23,-7.0,2.0,29.0,-2.0,-29.0,9.0,4903185,864,31097,0.00013113924928388407,0.0001762119928169139,0.027784030613885582,643.0,23.0
Alabama,2020-06-24,-3.0,2.0,28.0,0.0,-29.0,9.0,4903185,891,32064,0.00019721874659022615,0.00018171861759244248,0.02778817365269461,967.0,27.0
Alabama,2020-06-25,-6.0,4.0,38.0,1.0,-28.0,9.0,4903185,896,33206,0.0002329098330982821,0.00018273836292124405,0.026983075347828706,1142.0,5.0
Alabama,2020-06-26,-9.0,-1.0,41.0,2.0,-29.0,9.0,4903185,907,34183,0.0001992582372478298,0.00018498180264460754,0.026533657081005177,977.0,11.0
Alabama,2020-06-27,-11.0,3.0,59.0,19.0,-7.0,3.0,4903185,919,35083,0.00018355415918428538,0.00018742919143373133,0.026195023230624517,900.0,12.0
Alabama,2020-06-28,-10.0,1.0,58.0,11.0,-13.0,3.0,4903185,919,35441,7.301376554219325e-05,0.00018742919143373133,0.025930419570553878,358.0,0.0
Alabama,2020-06-29,-5.0,0.0,42.0,2.0,-29.0,8.0,4903185,929,37175,0.00035364768002838984,0.00018946868209133451,0.024989912575655682,1734.0,10.0
Alabama,2020-06-30,-2.0,3.0,34.0,0.0,-29.0,9.0,4903185,950,38045,0.00017743568721147619,0.00019375161247230116,0.024970429754238403,870.0,21.0
Alabama,2020-07-01,4.0,9.0,35.0,5.0,-32.0,8.0,4903185,972,38962,0.00018702129330220967,0.00019823849191902813,0.024947384631179098,917.0,22.0
Alabama,2020-07-02,6.0,18.0,54.0,12.0,-34.0,8.0,4903185,985,40111,0.00023433747655860447,0.00020088982977391225,0.02455685472812944,1149.0,13.0
Alabama,2020-07-03,-3.0,18.0,76.0,0.0,-55.0,14.0,4903185,1006,41865,0.0003577266613435971,0.00020517276015487892,0.02402961901349576,1754.0,21.0
Alabama,2020-07-04,-35.0,0.0,76.0,-9.0,-28.0,4.0,4903185,1007,42862,0.00020333721856303534,0.00020537670922063923,0.02349400401287854,997.0,1.0
Alabama,2020-07-05,-18.0,-7.0,46.0,11.0,-21.0,4.0,4903185,1007,43953,0.00022250843074450577,0.00020537670922063923,0.022910836575432848,1091.0,0.0
Alabama,2020-07-06,-5.0,3.0,40.0,6.0,-34.0,9.0,4903185,1007,44878,0.00018865288582829362,0.00020537670922063923,0.02243861134631668,925.0,0.0
Alabama,2020-07-07,-7.0,2.0,29.0,-1.0,-31.0,9.0,4903185,1033,45785,0.00018498180264460776,0.00021067938493040747,0.022561974445779186,907.0,26.0
Alabama,2020-07-08,-3.0,3.0,40.0,1.0,-31.0,8.0,4903185,1058,46962,0.00024004805039989224,0.00021577811157441542,0.0225288531152847,1177.0,25.0
Alabama,2020-07-09,-6.0,4.0,43.0,2.0,-30.0,9.0,4903185,1068,49174,0.00045113533346182247,0.00021781760223201857,0.021718794484890388,2212.0,10.0
Alabama,2020-07-10,-10.0,0.0,45.0,-1.0,-31.0,9.0,4903185,1104,50508,0.00027206805372426146,0.00022515976859939,0.02185792349726776,1334.0,36.0
Alabama,2020-07-11,-11.0,5.0,70.0,17.0,-8.0,3.0,4903185,1114,51947,0.00029348270562909624,0.00022719925925699316,0.021444934259918762,1439.0,10.0
Alabama,2020-07-12,-16.0,-4.0,29.0,5.0,-18.0,5.0,4903185,1121,53587,0.00033447646784692114,0.00022862690271731537,0.02091925280385168,1640.0,7.0
Alabama,2020-07-13,-6.0,1.0,41.0,0.0,-30.0,8.0,4903185,1124,55545,0.0003993322707587007,0.00022923874991459634,0.020235844810514,1958.0,3.0
Alabama,2020-07-14,-4.0,4.0,47.0,0.0,-30.0,8.0,4903185,1164,57255,0.00034875290245014144,0.00023739671254500901,0.020330102174482577,1710.0,40.0
Alabama,2020-07-15,-3.0,3.0,42.0,1.0,-31.0,8.0,4903185,1211,59067,0.0003695557071576941,0.0002469823186357439,0.02050214163576955,1812.0,47.0
Alabama,2020-07-16,-8.0,5.0,38.0,1.0,-30.0,9.0,4903185,1230,61088,0.0004121810619016012,0.00025085735088518994,0.020134887375589314,2021.0,19.0
Alabama,2020-07-17,-11.0,-1.0,44.0,1.0,-31.0,9.0,4903185,1265,63091,0.00040850997871791535,0.000257995568186801,0.0200504033855859,2003.0,35.0
Alabama,2020-07-18,-13.0,4.0,63.0,16.0,-10.0,3.0,4903185,1286,65234,0.0004370628479243594,0.0002622784985677677,0.019713646258086272,2143.0,21.0
Alabama,2020-07-19,-12.0,1.0,48.0,7.0,-18.0,4.0,4903185,1287,67011,0.0003624174898560831,0.000262482447633528,0.019205802032502127,1777.0,1.0
Alabama,2020-07-20,-9.0,-1.0,35.0,-1.0,-31.0,8.0,4903185,1291,68891,0.00038342424362939644,0.00026329824389656925,0.018739748298036027,1880.0,4.0
Alabama,2020-07-21,-9.0,0.0,28.0,-4.0,-31.0,9.0,4903185,1303,70358,0.000299193279470384,0.00026574563268569307,0.018519571335171552,1467.0,12.0
Alabama,2020-07-22,-4.0,3.0,43.0,0.0,-30.0,8.0,4903185,1364,71813,0.0002967458906812624,0.0002781865256970724,0.018993775500257614,1455.0,61.0
Alabama,2020-07-23,-8.0,2.0,31.0,1.0,-30.0,9.0,4903185,1397,74212,0.0004892738087589991,0.00028491684486716285,0.01882444887619253,2399.0,33.0
Alabama,2020-07-24,-11.0,-3.0,37.0,0.0,-30.0,10.0,4903185,1438,76005,0.00036568067490824925,0.00029327875656333586,0.018919807907374516,1793.0,41.0
Alabama,2020-07-25,-14.0,1.0,54.0,12.0,-10.0,3.0,4903185,1456,78130,0.00043339176474067355,0.00029694983974702156,0.018635607321131446,2125.0,18.0
Alabama,2020-07-26,-13.0,-1.0,51.0,5.0,-18.0,4.0,4903185,1473,79294,0.00023739671254500994,0.000300416973864947,0.018576437057028276,1164.0,17.0
Alabama,2020-07-27,-8.0,-1.0,32.0,-3.0,-31.0,8.0,4903185,1491,81115,0.000371391248749537,0.0003040880570486327,0.01838131048511373,1821.0,18.0
Alabama,2020-07-28,-9.0,-1.0,24.0,-4.0,-30.0,9.0,4903185,1491,82366,0.0002551402812661571,0.0003040880570486327,0.018102129519461913,1251.0,0.0
Alabama,2020-07-29,-5.0,-1.0,34.0,-3.0,-31.0,9.0,4903185,1538,83782,0.00028879187711660856,0.00031367366313936757,0.018357165023513405,1416.0,47.0
Alabama,2020-07-30,-8.0,1.0,31.0,-2.0,-30.0,9.0,4903185,1565,85762,0.00040381915020542766,0.00031918028791489615,0.01824817518248175,1980.0,27.0
Alabama,2020-07-31,-7.0,0.0,38.0,0.0,-31.0,9.0,4903185,1580,87723,0.0003999441179559811,0.0003222395239013009,0.018011239925675136,1961.0,15.0
Alabama,2020-08-01,-9.0,8.0,63.0,15.0,-9.0,2.0,4903185,1603,89349,0.00033162118092627466,0.00032693035241378816,0.017940883501773943,1626.0,23.0
Alabama,2020-08-02,-10.0,3.0,59.0,8.0,-18.0,3.0,4903185,1627,91444,0.00042727329276786435,0.0003318251299920358,0.017792310047679453,2095.0,24.0
